xtf_id,Date,Power,Inclination,Orientation,PlantCategory,ElectricityProductionPlantR
detail_625,2015-03-31,81.9,,,,16360
detail_626,2021-02-09,0.06,,,,16296
detail_627,2021-02-09,4.34,,,,16296
detail_628,2017-03-09,8.4,,,,16358
detail_629,2015-01-08,1.59,,,,16354
detail_630,2022-02-15,3,,,,16677
detail_631,2016-06-27,11.9,,,,16678
detail_632,2017-08-18,70.47,,,,16795
detail_633,2016-03-11,152.88,,,,16792
detail_634,2020-04-07,18,,,,17559
detail_635,2015-03-10,11.6,,,,17185
detail_636,2015-08-13,4.98,,,,17938
detail_637,2012-09-28,71.09,,,,16756
detail_638,2020-07-07,300,,,,16876
detail_639,2020-07-07,300,,,,16876
detail_640,2015-07-13,20.48,,,,16842
detail_641,2015-09-28,342.72,,,,16839
detail_642,2015-03-31,62.22,,,,16838
detail_643,2014-10-31,109.4,,,,16838
detail_644,2016-03-30,41.6,,,,16837
detail_645,2018-02-02,1.94,,,,17099
detail_646,2015-05-15,14.04,,,,17545
detail_647,2017-12-21,667.92,,,,17408
detail_648,2022-06-14,3.66,,,,17399
detail_649,2014-11-21,196.83,,,,17580
detail_650,2012-02-29,2.76,,,,17658
detail_651,2015-11-20,9,,,,17658
detail_652,2020-05-12,5.85,,,,17763
detail_653,2017-11-15,4.53,,,,18175
detail_654,2014-12-08,6.3,,,,26829
detail_655,2015-09-17,11.2,,,,18255
detail_656,2015-03-26,92.5,,,,18167
detail_657,2016-12-13,9.54,,,,18186
detail_658,2020-06-25,2.91,,,,18439
detail_659,2015-03-24,4.4,,,,18438
detail_660,2020-04-18,2.56,,,,19125
detail_661,2019-08-22,8,,,,21701
detail_662,2020-08-18,4.8,,,,19672
detail_663,2013-12-20,57.46,,,,20517
detail_664,2019-07-04,4.9,,,,20555
detail_665,2014-07-06,0.96,,,,20625
detail_666,2015-06-05,80.6,,,,20626
detail_667,2010-06-30,196.83,,,,20665
detail_668,2014-12-16,31.8,,,,20652
detail_669,2017-09-07,5.4,,,,20678
detail_670,2015-09-29,168.74,,,,20837
detail_671,2015-03-02,28.98,,,,20682
detail_672,2011-09-19,8.36,,,,20682
detail_673,2016-03-17,12.54,,,,21835
detail_674,2017-03-14,102.56,,,,20707
detail_675,2017-12-15,4.05,,,,20888
detail_676,2019-07-09,9.45,,,,20720
detail_677,2016-08-06,6.12,,,,20940
detail_678,2015-09-25,87.47,,,,20760
detail_679,2020-12-17,0.98,,,,20946
detail_680,2020-04-01,3.57,,,,21085
detail_681,2015-09-25,60.68,,,,21085
detail_682,2015-03-20,6.48,,,,21118
detail_683,2014-11-13,22.26,,,,21122
detail_684,2017-02-03,13.94,,,,21235
detail_685,2015-06-22,12.72,,,,21239
detail_686,2019-12-23,43,,,,21696
detail_687,2015-03-30,42.56,,,,21566
detail_688,2015-09-29,98.22,,,,21566
detail_689,2020-01-21,23.73,,,,21566
detail_690,2017-12-21,3.04,,,,21307
detail_691,2011-04-01,2.2,,,,21663
detail_692,2015-03-26,11.67,,,,21737
detail_693,2015-01-16,8.67,,,,21674
detail_694,2017-11-17,1.26,,,,22387
detail_695,2015-06-18,6.24,,,,22335
detail_696,2015-09-30,230.88,,,,28207
detail_697,2020-04-09,22.32,,,,27306
detail_698,2016-09-20,33.8,,,,27306
detail_699,2013-01-15,3.04,,,,26149
detail_700,2015-03-25,141.95,,,,27386
detail_701,2015-07-02,11,,,,26726
detail_702,2016-08-24,9.6,,,,26735
detail_703,2020-07-06,6.3,,,,30372
detail_704,2013-12-17,68.73,,,,27435
detail_705,2015-03-28,21.33,,,,27435
detail_706,2017-03-31,125.24,,,,27835
detail_707,2014-11-28,61.2,,,,27865
detail_708,2017-03-31,36.22,,,,27535
detail_709,2016-09-29,50.6,,,,28376
detail_710,2018-10-17,3.84,,,,28233
detail_711,2015-03-20,2.75,,,,28216
detail_712,2017-03-31,38.58,,,,27725
detail_713,2015-02-16,35.7,,,,28785
detail_714,2016-08-26,216.2,,,,28276
detail_715,2012-04-02,4.9,,,,28385
detail_716,2021-01-28,10.2,,,,28735
detail_717,2017-09-19,7.82,,,,28735
detail_718,2013-08-10,20.4,,,,28735
detail_719,2020-06-25,4.06,,,,28897
detail_720,2020-06-22,9.9,,,,28975
detail_721,2015-09-28,6.75,,,,29325
detail_722,2015-10-23,8.91,,,,29325
detail_723,2016-05-31,18,,,,29345
detail_724,2014-10-28,154.96,,,,29165
detail_725,2015-09-30,14.84,,,,29445
detail_726,2012-09-04,11.34,,,,29445
detail_727,2016-07-11,7.02,,,,29985
detail_728,2017-09-15,14.07,,,,30286
detail_729,2016-08-22,2.19,,,,30358
detail_730,2016-03-22,12.1,,,,30516
detail_731,2015-03-31,439.4,,,,30459
detail_732,2020-12-01,112.54,,,,30582
detail_733,2020-12-01,112.54,,,,30582
detail_734,2014-12-05,221.38,,,,30582
detail_735,2011-07-01,0.94,,,,30639
detail_736,2014-07-06,0.96,,,,30639
detail_737,2015-03-13,11.13,,,,30654
detail_738,2013-12-26,152.88,,,,31194
detail_739,2015-09-10,2.47,,,,30738
detail_740,2014-07-06,0.96,,,,30795
detail_741,2011-07-01,0.94,,,,30795
detail_742,2019-04-11,12.97,,,,30897
detail_743,2017-03-31,175.34,,,,31125
detail_744,2020-05-22,4.95,,,,31173
detail_745,2015-09-01,30.68,,,,31185
detail_746,2017-03-22,108.3,,,,31191
detail_747,2013-12-20,137.27,,,,31188
detail_748,2014-12-22,241.28,,,,31299
detail_749,2016-03-31,30.96,,,,31278
detail_750,2016-09-30,190.2,,,,31023
detail_751,2014-04-25,545.88,,,,31023
detail_752,2015-12-11,15.53,,,,31359
detail_753,2014-06-06,4.14,,,,31359
detail_754,2017-03-30,16.2,,,,31455
detail_755,2015-06-25,92.13,,,,31669
detail_756,2015-06-05,8.32,,,,31459
detail_757,2017-09-29,171.99,,,,31530
detail_758,2017-12-22,178.08,,,,31530
detail_759,2015-03-05,565.76,,,,31530
detail_760,2012-06-26,4.3,,,,31642
detail_761,2015-11-30,6.9,,,,31642
detail_762,2015-03-26,27,,,,31653
detail_763,2015-09-04,9.54,,,,31746
detail_764,2014-04-17,7.98,,,,31428
detail_765,2016-02-15,58.72,,,,31767
detail_766,2016-06-28,15.9,,,,31767
detail_767,2020-12-16,6.2,,,,31740
detail_768,2020-11-19,0.08,,,,32202
detail_769,2020-11-19,5.27,,,,32202
detail_770,2015-08-05,6.37,,,,31848
detail_771,2016-06-23,5.2,,,,31791
detail_772,2015-10-09,37.62,,,,31866
detail_773,2014-04-16,21.32,,,,32034
detail_774,2013-10-24,34,,,,31902
detail_775,2015-06-18,70.6,,,,31902
detail_776,2018-09-04,2.45,,,,31833
detail_777,2015-06-11,9.1,,,,32070
detail_778,2014-10-30,2.42,,,,32127
detail_779,2015-05-19,18.88,,,,32049
detail_780,2012-03-30,2.16,,,,32283
detail_781,2013-12-24,3.8,,,,32283
detail_782,2013-12-27,9.74,,,,32271
detail_783,2015-03-27,6.72,,,,32271
detail_784,2014-08-06,25.92,,,,32346
detail_785,2015-03-30,62.8,,,,32364
detail_786,2015-03-31,62.9,,,,32487
detail_787,2021-11-08,1.79,,,,32436
detail_788,2016-03-15,58.08,,,,32472
detail_789,2015-03-26,6.97,,,,32787
detail_790,2013-04-29,3.2,,,,33018
detail_791,2014-07-04,0.4,,,,33018
detail_792,2015-07-08,8.93,,,,33018
detail_793,2011-01-18,1.1,,,,33018
detail_794,2015-04-28,5.18,,,,32691
detail_795,2012-10-11,8,,,,33231
detail_796,2014-03-21,12,,,,33231
detail_797,2015-03-30,34.8,,,,32913
detail_798,2018-11-23,344.54,,,,66352
detail_799,2019-05-17,219.1,,,,66352
detail_800,2013-07-26,117.81,,,,33048
detail_801,2016-09-19,143.91,,,,33048
detail_802,2017-12-15,219.19,,,,33048
detail_803,2016-09-29,155.3,,,,33132
detail_804,2016-06-03,0.7,,,,33216
detail_805,2016-08-19,6.54,,,,33345
detail_806,2015-09-30,254.28,,,,33363
detail_807,2017-03-31,7.83,,,,33393
detail_808,2012-03-15,2.8,,,,33405
detail_809,2014-12-08,65.5,,,,34122
detail_810,2012-09-28,1.6,,,,33537
detail_811,2021-03-13,9.1,,,,33700
detail_812,2019-06-27,10,,,,33703
detail_813,2016-09-16,96.7,,,,33777
detail_814,2015-03-30,8.34,,,,33804
detail_815,2013-12-05,8.06,,,,33765
detail_816,2013-12-05,4.42,,,,33762
detail_817,2013-12-05,8.06,,,,33768
detail_818,2013-12-18,32.64,,,,33891
detail_819,2017-09-30,21.6,,,,34710
detail_820,2020-12-21,11.7,,,,34416
detail_821,2015-09-15,24.89,,,,34005
detail_822,2014-11-27,0.96,,,,34134
detail_823,2013-12-30,78.96,,,,34104
detail_824,2015-03-31,66.44,,,,34104
detail_825,2017-09-26,35.64,,,,34200
detail_826,2015-03-12,11.8,,,,34140
detail_827,2012-08-02,2.45,,,,34227
detail_828,2014-09-26,11.07,,,,34302
detail_829,2016-12-01,6.4,,,,34368
detail_830,2014-12-19,89.9,,,,35485
detail_831,2010-09-21,18,,,,35350
detail_832,2015-06-02,1.47,,,,34688
detail_833,2014-11-15,141.78,,,,35005
detail_834,2015-08-25,41.8,,,,34989
detail_835,2015-03-25,189.13,,,,34989
detail_836,2014-09-30,14.49,,,,37095
detail_837,2016-03-29,6.21,,,,34746
detail_838,2014-09-18,8.61,,,,35121
detail_839,2014-12-05,219.23,,,,35607
detail_840,2014-07-12,7.56,,,,35118
detail_841,2015-09-28,171.6,,,,36084
detail_842,2020-12-09,3.3,,,,35493
detail_843,2014-12-17,15.93,,,,34944
detail_844,2015-12-18,10.26,,,,34944
detail_845,2017-04-04,5.04,,,,35404
detail_846,2013-04-22,3.33,,,,35349
detail_847,2017-10-27,1.62,,,,35400
detail_848,2012-03-30,21.4,,,,35401
detail_849,2014-10-15,49.47,,,,35648
detail_850,2020-10-30,41.6,,,,35648
detail_851,2022-04-12,0.08,,,,35648
detail_852,2014-11-12,27.01,,,,35658
detail_853,2017-03-28,5.39,,,,35661
detail_854,2012-11-30,3.77,,,,35892
detail_855,2015-09-21,4.49,,,,36096
detail_856,2021-12-22,21.06,,,,35691
detail_857,2014-04-08,43.9,,,,36093
detail_858,2014-10-31,70.7,,,,36093
detail_859,2014-08-06,6.4,,,,35784
detail_860,2015-03-31,29.4,,,,35790
detail_861,2016-07-14,14.84,,,,35796
detail_862,2014-06-25,66.56,,,,37704
detail_863,2016-07-31,12.8,,,,35520
detail_864,2013-12-18,45.58,,,,35805
detail_865,2015-03-30,25.92,,,,35805
detail_866,2014-12-22,11.77,,,,47661
detail_867,2017-09-27,48,,,,35545
detail_868,2014-12-05,101.5,,,,36288
detail_869,2016-09-30,98.1,,,,35853
detail_870,2017-09-29,91.5,,,,35853
detail_871,2011-12-21,23.94,,,,36375
detail_872,2013-12-23,28.91,,,,36375
detail_873,2015-03-27,39.69,,,,36285
detail_874,2014-08-04,38.48,,,,36285
detail_875,2022-07-01,120,,,,37086
detail_876,2014-12-18,113.4,,,,36222
detail_877,2016-03-23,89.18,,,,36909
detail_878,2016-12-08,111.72,,,,36909
detail_879,2015-09-22,225,,,,37047
detail_880,2012-03-17,3.68,,,,36276
detail_881,2014-09-01,61.2,,,,36913
detail_882,2014-07-14,12.1,,,,36240
detail_883,2016-03-30,222.6,,,,35887
detail_884,2016-06-27,149.6,,,,36869
detail_885,2017-02-22,2.32,,,,36870
detail_886,2020-05-15,7.14,,,,36870
detail_887,2015-08-12,159.3,,,,36425
detail_888,2012-08-15,11,,,,36892
detail_889,2015-02-20,8.91,,,,36892
detail_890,2011-11-30,12.16,,,,36892
detail_891,2015-09-28,2.16,,,,36951
detail_892,2014-05-27,215.22,,,,36933
detail_893,2015-09-18,7.98,,,,37230
detail_894,2015-07-15,60.48,,,,36448
detail_895,2019-12-03,44.8,,,,36448
detail_896,2022-06-30,15,,,,38220
detail_897,2017-09-26,1047.35,,,,37008
detail_898,2016-09-01,132.57,,,,36969
detail_899,2015-12-02,4.85,,,,36996
detail_900,2015-03-24,45.6,,,,37092
detail_901,2015-03-31,411.66,,,,37272
detail_902,2015-03-13,8.1,,,,37111
detail_903,2015-03-26,155.68,,,,36648
detail_904,2015-01-05,97.6,,,,36660
detail_905,2017-05-03,3.04,,,,36675
detail_906,2015-09-23,4.94,,,,68232
detail_907,2015-09-25,24.96,,,,36678
detail_908,2014-12-09,60,,,,37284
detail_909,2016-09-29,143.1,,,,37299
detail_910,2015-11-19,83.78,,,,36744
detail_911,2017-09-28,193.52,,,,36741
detail_912,2016-03-07,8.51,,,,37425
detail_913,2015-01-06,179.8,,,,36807
detail_914,2011-11-07,2.75,,,,37542
detail_915,2011-01-25,1.41,,,,37542
detail_916,2013-05-17,4.41,,,,37221
detail_917,2011-10-04,1.14,,,,37221
detail_918,2013-12-06,4.5,,,,37108
detail_919,2015-03-18,120.96,,,,37555
detail_920,2019-06-21,31.11,,,,37587
detail_921,2014-12-10,14.76,,,,37594
detail_922,2015-09-28,97.38,,,,37731
detail_923,2016-05-11,94.86,,,,37731
detail_924,2017-02-22,29.16,,,,37731
detail_925,2014-02-10,7.25,,,,37776
detail_926,2022-11-22,0.2,,,,37767
detail_927,2013-12-20,39.39,,,,37929
detail_928,2016-09-30,150.93,,,,37929
detail_929,2017-03-30,648,,,,37861
detail_930,2021-07-08,874.68,,,,48147
detail_931,2012-09-28,619.75,,,,37908
detail_932,2016-03-09,34.6,,,,37962
detail_933,2015-03-30,450.84,,,,41742
detail_934,2016-07-19,337.08,,,,41742
detail_935,2014-09-29,49.92,,,,38160
detail_936,2017-12-19,125.7,,,,38160
detail_937,2015-05-08,5.83,,,,38043
detail_938,2015-08-06,24.78,,,,38064
detail_939,2016-09-30,15.9,,,,38064
detail_940,2012-09-21,9.8,,,,38106
detail_941,2013-12-13,115.5,,,,38307
detail_942,2013-12-13,26.5,,,,38307
detail_943,2011-12-01,31.5,,,,38307
detail_944,2019-05-18,41.54,,,,38307
detail_945,2015-03-16,30.6,,,,38307
detail_946,2015-06-18,48.5,,,,38223
detail_947,2015-06-18,17.05,,,,38226
detail_948,2020-10-21,8.3,,,,38229
detail_949,2017-03-17,1.38,,,,38364
detail_950,2011-08-28,3.53,,,,38637
detail_951,2014-04-29,13.48,,,,38523
detail_952,2014-04-29,12.15,,,,38523
detail_953,2011-10-26,32.3,,,,38766
detail_954,2015-03-24,32.5,,,,38766
detail_955,2015-09-28,40.81,,,,48000
detail_956,2016-06-22,40.81,,,,48000
detail_957,2012-04-30,25.97,,,,38781
detail_958,2017-03-31,28.08,,,,38814
detail_959,2015-09-30,21.06,,,,38751
detail_960,2015-06-03,84.2,,,,38733
detail_961,2015-03-27,11.34,,,,38881
detail_962,2014-09-17,43.16,,,,38881
detail_963,2014-09-24,127.71,,,,39039
detail_964,2015-09-23,75.92,,,,38931
detail_965,2017-03-06,332.1,,,,39051
detail_966,2011-12-01,141,,,,39051
detail_967,2016-11-30,1.6,,,,39111
detail_968,2013-12-11,19.07,,,,39225
detail_969,2011-12-06,31.02,,,,39225
detail_970,2017-03-30,152.58,,,,38958
detail_971,2014-09-16,28.04,,,,39726
detail_972,2015-10-01,4.8,,,,39552
detail_973,2016-09-30,67.5,,,,39147
detail_974,2015-09-19,4.76,,,,39549
detail_975,2015-03-13,7.35,,,,39159
detail_976,2015-03-26,61.56,,,,39168
detail_977,2017-08-28,27,,,,39288
detail_978,2015-05-09,11.88,,,,39498
detail_979,2015-06-02,183.24,,,,39861
detail_980,2015-03-28,19.56,,,,39597
detail_981,2014-11-13,66,,,,39534
detail_982,2013-10-18,152.75,,,,40917
detail_983,2015-06-03,62.66,,,,40917
detail_984,2014-08-13,5.88,,,,39183
detail_985,2014-06-26,14.85,,,,39660
detail_986,2013-12-20,30.24,,,,39660
detail_987,2015-03-30,58.14,,,,39828
detail_988,2013-08-28,2.04,,,,39666
detail_989,2018-06-04,30.09,,,,39954
detail_990,2021-11-23,27,,,,39192
detail_991,2011-06-10,5.76,,,,39845
detail_992,2015-03-31,54.88,,,,40182
detail_993,2015-03-31,24,,,,41148
detail_994,2013-12-20,182.12,,,,41148
detail_995,2016-10-03,5.4,,,,40302
detail_996,2015-09-24,43.5,,,,41157
detail_997,2015-03-02,66.78,,,,41157
detail_998,2020-03-31,35.64,,,,40227
detail_999,2019-09-12,24.8,,,,40785
detail_1000,2016-03-17,2.25,,,,40309
detail_1001,2016-08-31,30.3,,,,40272
detail_1002,2015-03-17,34.4,,,,41160
detail_1003,2017-03-24,2.28,,,,41376
detail_1004,2015-03-02,31.03,,,,47016
detail_1005,2013-04-08,1.23,,,,40152
detail_1006,2021-02-12,8.84,,,,40582
detail_1007,2012-04-13,3.14,,,,40582
detail_1008,2016-02-08,11,,,,40488
detail_1009,2017-09-07,24.84,,,,42096
detail_1010,2014-12-30,61.7,,,,40162
detail_1011,2013-07-31,78.78,,,,40164
detail_1012,2016-07-11,21.56,,,,40164
detail_1013,2013-12-22,45.76,,,,40164
detail_1014,2015-03-05,4.32,,,,40518
detail_1015,2012-09-03,18.24,,,,40521
detail_1016,2012-02-29,98,,,,40521
detail_1017,2017-03-16,119.78,,,,40944
detail_1018,2016-12-08,4.8,,,,40809
detail_1019,2012-02-26,65.52,,,,41169
detail_1020,2013-04-25,48,,,,41169
detail_1021,2013-04-25,211.75,,,,41169
detail_1022,2013-04-25,200.75,,,,41169
detail_1023,2013-12-19,28.5,,,,41169
detail_1024,2013-10-04,2.29,,,,40764
detail_1025,2020-04-17,13.26,,,,40980
detail_1026,2016-03-24,39,,,,40833
detail_1027,2020-05-28,10.2,,,,42057
detail_1028,2020-07-17,13.07,,,,42057
detail_1029,2015-09-30,99.18,,,,40770
detail_1030,2015-09-11,6.72,,,,40863
detail_1031,2015-03-09,11.52,,,,41004
detail_1032,2016-09-21,20.3,,,,41220
detail_1033,2015-03-31,8.86,,,,41313
detail_1034,2020-01-20,6.9,,,,41244
detail_1035,2015-01-31,4.3,,,,41253
detail_1036,2011-12-13,12.35,,,,41256
detail_1037,2013-11-28,10,,,,41314
detail_1038,2015-05-07,7.14,,,,41314
detail_1039,2017-03-02,3.48,,,,41319
detail_1040,2015-11-13,46.8,,,,41343
detail_1041,2015-11-13,17.16,,,,41343
detail_1042,2014-11-24,109.53,,,,41025
detail_1043,2017-03-16,91.5,,,,41028
detail_1044,2015-06-18,9.9,,,,41028
detail_1045,2019-09-01,36,,,,42513
detail_1046,2015-03-15,63.4,,,,42078
detail_1047,2015-03-31,73.92,,,,41976
detail_1048,2014-12-04,113.12,,,,41076
detail_1049,2020-10-01,0.24,,,,42084
detail_1050,2016-07-22,33.9,,,,41808
detail_1051,2016-09-30,228.3,,,,41638
detail_1052,2014-04-02,9.75,,,,41493
detail_1053,2016-08-19,0.48,,,,41931
detail_1054,2016-11-14,12.9,,,,41812
detail_1055,2016-11-02,1.68,,,,41814
detail_1056,2014-10-18,33.6,,,,41823
detail_1057,2016-07-22,7.1,,,,42415
detail_1058,2015-03-20,139.62,,,,41910
detail_1059,2016-09-27,76.96,,,,41501
detail_1060,2015-06-24,1.98,,,,45780
detail_1061,2015-03-24,126.08,,,,41517
detail_1062,2017-09-06,164.72,,,,42249
detail_1063,2015-09-30,22.5,,,,54455
detail_1064,2014-06-29,79.5,,,,54455
detail_1065,2015-11-23,10.55,,,,41997
detail_1066,2015-03-10,66.04,,,,42000
detail_1067,2017-08-08,55.89,,,,42018
detail_1068,2015-02-25,3.3,,,,42264
detail_1069,2015-06-24,4,,,,42024
detail_1070,2015-09-29,95.16,,,,45453
detail_1071,2015-09-28,12.72,,,,42159
detail_1072,2017-11-20,10.93,,,,42376
detail_1073,2014-09-18,2.4,,,,42376
detail_1074,2015-01-28,109.14,,,,42201
detail_1075,2015-06-22,6.48,,,,48656
detail_1076,2013-09-27,2.6,,,,48656
detail_1077,2017-09-28,106.14,,,,42213
detail_1078,2017-03-27,114.07,,,,42220
detail_1079,2015-02-10,12.5,,,,42434
detail_1080,2013-08-15,6.11,,,,43488
detail_1081,2017-09-25,82.66,,,,42312
detail_1082,2017-12-20,141.08,,,,42318
detail_1083,2018-03-12,69.62,,,,45507
detail_1084,2021-06-02,133.28,,,,44928
detail_1085,2015-03-27,39,,,,42410
detail_1086,2015-10-21,5.18,,,,42444
detail_1087,2017-12-18,20.4,,,,42708
detail_1088,2016-09-26,8.96,,,,42459
detail_1089,2012-07-02,67.71,,,,42543
detail_1090,2015-02-19,32.13,,,,44148
detail_1091,2014-07-31,3.3,,,,42573
detail_1092,2014-10-24,24.42,,,,42639
detail_1093,2016-09-30,125.8,,,,42720
detail_1094,2013-10-31,5,,,,42646
detail_1095,2015-08-13,6.5,,,,42646
detail_1096,2020-12-10,91.12,,,,42651
detail_1097,2019-09-24,9.4,,,,42663
detail_1098,2016-08-17,98.58,,,,42680
detail_1099,2016-03-30,19.88,,,,42771
detail_1100,2016-09-30,19.5,,,,42771
detail_1101,2020-12-02,6.03,,,,45546
detail_1102,2016-03-29,9.1,,,,42981
detail_1103,2012-08-22,4.17,,,,42981
detail_1104,2011-05-09,6.9,,,,42981
detail_1105,2011-11-29,36.19,,,,42987
detail_1106,2011-12-15,188.8,,,,42987
detail_1107,2013-12-19,51.48,,,,42909
detail_1108,2016-10-28,15.68,,,,45429
detail_1109,2017-09-27,134.26,,,,49493
detail_1110,2016-09-01,111.54,,,,49493
detail_1111,2015-06-26,52,,,,45579
detail_1112,2015-03-26,41.06,,,,43512
detail_1113,2013-12-20,53.56,,,,45510
detail_1114,2015-07-03,39.26,,,,45477
detail_1115,2016-09-20,117.99,,,,45420
detail_1116,2012-07-27,30,,,,45420
detail_1117,2016-03-24,31.86,,,,43356
detail_1118,2017-12-18,412.69,,,,43395
detail_1119,2015-03-30,28.35,,,,47169
detail_1120,2015-10-23,29.9,,,,43542
detail_1121,2016-03-10,734.4,,,,43707
detail_1122,2016-03-22,3.75,,,,43786
detail_1123,2015-02-16,6.21,,,,44211
detail_1124,2014-09-29,13.5,,,,43896
detail_1125,2016-06-10,40.98,,,,43905
detail_1126,2019-09-27,10.5,,,,43908
detail_1127,2017-12-21,319.2,,,,43947
detail_1128,2016-06-22,156.75,,,,43443
detail_1129,2016-03-31,106.5,,,,43455
detail_1130,2016-05-12,41.6,,,,43934
detail_1131,2013-10-17,5.04,,,,43590
detail_1132,2015-09-22,5.7,,,,43966
detail_1133,2015-09-25,115.5,,,,44049
detail_1134,2012-10-31,7.8,,,,48670
detail_1135,2013-06-07,1.96,,,,44205
detail_1136,2015-03-31,171.47,,,,50137
detail_1137,2014-10-01,17.68,,,,44994
detail_1138,2017-02-27,8.19,,,,45181
detail_1139,2015-09-21,29,,,,44376
detail_1140,2012-04-01,1.17,,,,43878
detail_1141,2017-12-19,29.7,,,,43875
detail_1142,2015-03-17,25.44,,,,43875
detail_1143,2017-03-23,21.24,,,,43875
detail_1144,2015-02-16,29.68,,,,43875
detail_1145,2015-08-03,33.66,,,,43875
detail_1146,2014-12-16,151.47,,,,44277
detail_1147,2017-09-26,91.4,,,,44298
detail_1148,2019-11-13,47.74,,,,44298
detail_1149,2015-08-17,124.64,,,,44298
detail_1150,2015-08-21,3.96,,,,45903
detail_1151,2014-12-01,22.5,,,,48837
detail_1152,2016-09-28,45.49,,,,45916
detail_1153,2015-03-23,25.65,,,,45916
detail_1154,2020-07-15,46.9,,,,45916
detail_1155,2016-05-25,31.05,,,,44874
detail_1156,2021-02-22,9.52,,,,45933
detail_1157,2016-07-29,16.2,,,,44751
detail_1158,2020-11-12,6.4,,,,44754
detail_1159,2012-09-15,2.5,,,,44877
detail_1160,2015-03-27,67.64,,,,44790
detail_1161,2016-09-12,372.32,,,,45531
detail_1162,2016-08-04,55.65,,,,44884
detail_1163,2013-12-18,5.57,,,,46381
detail_1164,2017-03-30,147.9,,,,45561
detail_1165,2016-09-29,21,,,,44077
detail_1166,2016-03-22,36.85,,,,44109
detail_1167,2017-10-25,3.92,,,,45982
detail_1168,2014-12-16,85.86,,,,44908
detail_1169,2017-09-11,25.74,,,,44922
detail_1170,2015-12-24,77.22,,,,45687
detail_1171,2016-09-07,708.76,,,,44940
detail_1172,2017-07-20,111.63,,,,44952
detail_1173,2014-03-25,42.64,,,,45723
detail_1174,2017-09-26,68.86,,,,44956
detail_1175,2021-05-28,5.49,,,,44987
detail_1176,2016-09-27,193.8,,,,44998
detail_1177,2017-09-28,43.2,,,,45033
detail_1178,2015-12-10,7.6,,,,50667
detail_1179,2017-12-19,194.7,,,,46071
detail_1180,2018-03-28,64.35,,,,45402
detail_1181,2015-08-10,28.88,,,,45402
detail_1182,2016-05-10,2.5,,,,46152
detail_1183,2016-02-26,148.72,,,,46161
detail_1184,2010-11-02,19.6,,,,48132
detail_1185,2013-10-23,16.96,,,,48132
detail_1186,2015-08-28,338.14,,,,46257
detail_1187,2018-03-21,29.7,,,,45828
detail_1188,2017-03-27,77,,,,45828
detail_1189,2015-09-25,202.23,,,,45828
detail_1190,2015-03-04,6.48,,,,46273
detail_1191,2020-09-17,3.2,,,,46323
detail_1192,2012-10-05,14.4,,,,45897
detail_1193,2017-09-29,55.76,,,,45969
detail_1194,2018-06-11,1.26,,,,42996
detail_1195,2013-04-26,8.57,,,,47563
detail_1196,2014-12-03,60.84,,,,47564
detail_1197,2014-05-06,2.28,,,,46069
detail_1198,2012-10-03,2.66,,,,46455
detail_1199,2017-01-27,4.32,,,,46891
detail_1200,2017-11-28,11.4,,,,47205
detail_1201,2016-09-27,106.34,,,,46375
detail_1202,2016-10-19,111.54,,,,46375
detail_1203,2012-07-27,1.17,,,,47340
detail_1204,2016-09-29,29.64,,,,46680
detail_1205,2016-12-06,6.96,,,,48221
detail_1206,2015-09-24,27.54,,,,47040
detail_1207,2016-03-18,20.02,,,,46545
detail_1208,2017-12-21,24.4,,,,46722
detail_1209,2015-03-26,31.32,,,,46722
detail_1210,2015-03-23,24.3,,,,47161
detail_1211,2013-12-17,195,,,,46907
detail_1212,2017-03-29,61,,,,46836
detail_1213,2015-11-04,14.56,,,,46884
detail_1214,2017-09-25,5.8,,,,46884
detail_1215,2015-09-30,76.56,,,,44640
detail_1216,2011-10-24,2.78,,,,47417
detail_1217,2014-06-24,3,,,,44643
detail_1218,2015-03-20,28.6,,,,47002
detail_1219,2012-02-15,9.87,,,,46930
detail_1220,2012-08-24,78.4,,,,46988
detail_1221,2012-08-24,337,,,,46988
detail_1222,2013-12-19,116.3,,,,46988
detail_1223,2013-12-19,23,,,,46988
detail_1224,2014-04-04,5,,,,47414
detail_1225,2013-11-01,5.5,,,,46992
detail_1226,2020-08-04,2.8,,,,47482
detail_1227,2019-09-26,12.42,,,,45058
detail_1228,2015-03-14,38.75,,,,49006
detail_1229,2021-02-05,65.9,,,,47152
detail_1230,2016-03-31,132.08,,,,47206
detail_1231,2014-09-26,3.06,,,,47126
detail_1232,2015-03-09,6.36,,,,47239
detail_1233,2015-07-23,70.47,,,,47124
detail_1234,2017-06-08,85.4,,,,47124
detail_1235,2016-03-10,77.76,,,,47266
detail_1236,2014-04-17,6.8,,,,47127
detail_1237,2015-03-27,11.34,,,,47121
detail_1238,2016-03-30,31.71,,,,47121
detail_1239,2015-07-28,7.5,,,,47570
detail_1240,2011-09-05,10.26,,,,47154
detail_1241,2012-02-22,10.53,,,,47154
detail_1242,2016-03-17,50.96,,,,48205
detail_1243,2016-09-23,80.08,,,,47327
detail_1244,2021-11-05,140.22,,,,47656
detail_1245,2020-08-27,3.3,,,,47262
detail_1246,2020-12-16,25.35,,,,47469
detail_1247,2013-06-14,36.47,,,,47260
detail_1248,2016-08-26,122.1,,,,47297
detail_1249,2019-09-10,46.08,,,,47297
detail_1250,2015-09-30,363.15,,,,47299
detail_1251,2015-09-21,128.7,,,,47616
