xtf_id,Date,Power,Inclination,Orientation,PlantCategory,ElectricityProductionPlantR
detail_1252,2016-09-30,169.29,,,,47333
detail_1253,2013-12-12,264.5,,,,47332
detail_1254,2021-02-03,4.55,,,,47624
detail_1255,2012-04-02,1.08,,,,48243
detail_1256,2023-05-12,1.37,,,,47908
detail_1257,2015-09-29,47.79,,,,47361
detail_1258,2015-03-23,37.7,,,,47361
detail_1259,2013-12-01,67.6,,,,47441
detail_1260,2015-12-16,121.5,,,,47441
detail_1261,2015-03-23,19.62,,,,47793
detail_1262,2015-06-24,1686.8,,,,47536
detail_1263,2017-09-26,288.99,,,,47387
detail_1264,2015-03-30,105.32,,,,47378
detail_1265,2015-09-28,14.82,,,,47371
detail_1266,2019-04-23,68.63,,,,47371
detail_1267,2016-06-03,50.16,,,,47373
detail_1268,2016-03-31,58.3,,,,47989
detail_1269,2015-03-30,84.56,,,,47784
detail_1270,2020-05-18,5.2,,,,47375
detail_1271,2012-05-01,2.64,,,,47471
detail_1272,2014-01-31,1.44,,,,47471
detail_1273,2016-11-25,2.66,,,,47552
detail_1274,2015-11-17,3.49,,,,47453
detail_1275,2020-07-22,3.3,,,,47788
detail_1276,2017-12-21,84.37,,,,47507
detail_1277,2015-12-21,4.99,,,,47507
detail_1278,2015-08-18,26,,,,47503
detail_1279,2014-08-19,8.3,,,,47509
detail_1280,2014-06-04,43.47,,,,47666
detail_1281,2014-06-19,51.15,,,,47666
detail_1282,2016-09-30,5.36,,,,47508
detail_1283,2015-09-10,45.82,,,,47500
detail_1284,2012-05-03,7.35,,,,47758
detail_1285,2015-09-30,78.96,,,,47700
detail_1286,2016-02-18,5.2,,,,47702
detail_1287,2020-03-09,185.06,,,,47676
detail_1288,2015-03-31,109.98,,,,47791
detail_1289,2015-09-10,87.36,,,,49477
detail_1290,2014-10-30,18.4,,,,47858
detail_1291,2015-09-20,2.16,,,,47577
detail_1292,2012-12-28,165.75,,,,47727
detail_1293,2015-09-17,8.1,,,,47790
detail_1294,2017-08-14,120.06,,,,47931
detail_1295,2016-03-10,44.4,,,,47931
detail_1296,2015-09-21,12.6,,,,47849
detail_1297,2017-09-20,2.5,,,,47930
detail_1298,2013-06-27,2.7,,,,47930
detail_1299,2015-09-08,13,,,,48155
detail_1300,2014-11-01,11.75,,,,48155
detail_1301,2022-05-05,25.9,,,,47878
detail_1302,2015-03-27,29.58,,,,47845
detail_1303,2016-09-01,680.92,,,,48028
detail_1304,2015-07-16,639.08,,,,48028
detail_1305,2014-09-01,315.25,,,,48028
detail_1306,2015-03-26,205.7,,,,47871
detail_1307,2012-09-18,4.92,,,,47869
detail_1308,2015-03-31,6,,,,47896
detail_1309,2016-03-18,14.3,,,,47894
detail_1310,2015-02-27,3.6,,,,48539
detail_1311,2014-02-26,4.14,,,,48009
detail_1312,2015-03-20,8.4,,,,49024
detail_1313,2015-08-07,4.62,,,,48297
detail_1314,2012-07-11,4.66,,,,48019
detail_1315,2019-10-16,33,,,,48080
detail_1316,2015-01-15,13.77,,,,48080
detail_1317,2014-07-25,4.77,,,,48041
detail_1318,2013-07-22,2.5,,,,67323
detail_1319,2020-02-15,22.75,,,,48007
detail_1320,2016-09-14,1224.93,,,,48068
detail_1321,2015-09-17,176.71,,,,48100
detail_1322,2019-05-14,11.78,,,,48100
detail_1323,2017-03-24,9.92,,,,48160
detail_1324,2016-09-30,106,,,,48161
detail_1325,2015-11-27,114.46,,,,48105
detail_1326,2013-07-19,41.61,,,,48089
detail_1327,2019-05-14,5.4,,,,48069
detail_1328,2020-10-14,10.2,,,,48304
detail_1329,2015-09-28,120.12,,,,48291
detail_1330,2013-12-23,27,,,,48292
detail_1331,2015-09-28,23.4,,,,48292
detail_1332,2013-12-23,38.5,,,,48292
detail_1333,2012-09-29,2.24,,,,48125
detail_1334,2016-09-28,30.9,,,,48191
detail_1335,2015-09-30,133.65,,,,48118
detail_1336,2013-12-18,111.65,,,,48118
detail_1337,2016-06-22,194.88,,,,48164
detail_1338,2018-11-22,32.4,,,,51529
detail_1339,2015-02-23,3.64,,,,48229
detail_1340,2012-09-25,20.3,,,,48286
detail_1341,2013-02-06,5.36,,,,47756
detail_1342,2017-11-30,25.5,,,,48281
detail_1343,2014-09-19,19.6,,,,48414
detail_1344,2015-09-30,26.88,,,,48303
detail_1345,2015-08-04,29.68,,,,48325
detail_1346,2013-03-07,3.51,,,,48425
detail_1347,2015-03-31,92.4,,,,48334
detail_1348,2015-09-29,159.2,,,,48334
detail_1349,2015-08-08,45.39,,,,48183
detail_1350,2015-09-24,46.8,,,,48364
detail_1351,2012-03-11,73.67,,,,48180
detail_1352,2016-12-20,194.7,,,,48345
detail_1353,2020-06-05,4.1,,,,48175
detail_1354,2015-08-06,3.24,,,,49764
detail_1355,2018-04-06,3.6,,,,48418
detail_1356,2015-03-16,4.83,,,,48477
detail_1357,2012-09-26,1.3,,,,48586
detail_1358,2011-12-23,2.46,,,,48561
detail_1359,2017-03-16,28.5,,,,48540
detail_1360,2021-01-07,5.68,,,,48479
detail_1361,2013-10-11,9.24,,,,48480
detail_1362,2016-05-03,20.88,,,,48480
detail_1363,2013-10-11,21.2,,,,48480
detail_1364,2011-11-16,1.35,,,,48480
detail_1365,2013-06-27,4.8,,,,48480
detail_1366,2013-08-20,5.45,,,,48480
detail_1367,2013-10-08,30.6,,,,48340
detail_1368,2015-03-24,5.35,,,,48627
detail_1369,2015-03-31,3.05,,,,48565
detail_1370,2012-10-11,20.08,,,,48717
detail_1371,2013-12-28,34.5,,,,48607
detail_1372,2014-08-04,12.96,,,,48707
detail_1373,2016-02-22,33,,,,48702
detail_1374,2019-06-12,21.7,,,,48881
detail_1375,2015-03-18,95.4,,,,48749
detail_1376,2012-06-15,10,,,,48789
detail_1377,2018-07-27,5.4,,,,49022
detail_1378,2014-01-11,39.96,,,,48774
detail_1379,2012-12-04,7.25,,,,48737
detail_1380,2016-03-09,8.12,,,,48737
detail_1381,2012-01-26,3,,,,48829
detail_1382,2013-12-04,5.76,,,,48829
detail_1383,2016-06-29,115.77,,,,49093
detail_1384,2016-03-24,221.4,,,,49225
detail_1385,2016-03-10,69.6,,,,48911
detail_1386,2015-03-26,10.83,,,,48930
detail_1387,2012-09-30,11,,,,49238
detail_1388,2022-03-15,1.84,,,,48921
detail_1389,2020-06-30,5.76,,,,48846
detail_1390,2015-01-12,45.36,,,,48977
detail_1391,2016-03-31,29.12,,,,48880
detail_1392,2014-05-19,6.72,,,,48938
detail_1393,2017-01-27,54.06,,,,48925
detail_1394,2015-08-26,22.4,,,,48949
detail_1395,2013-04-30,4.85,,,,48927
detail_1396,2013-12-20,8.15,,,,48927
detail_1397,2015-03-27,10.08,,,,48997
detail_1398,2012-09-07,128,,,,48971
detail_1399,2012-09-28,145.86,,,,49145
detail_1400,2013-12-16,15.6,,,,49145
detail_1401,2015-03-01,14,,,,49146
detail_1402,2015-05-30,11.76,,,,48990
detail_1403,2012-07-18,3.84,,,,48990
detail_1404,2013-05-29,5.94,,,,48990
detail_1405,2011-12-20,26.4,,,,49001
detail_1406,2013-11-10,71.8,,,,49001
detail_1407,2016-09-29,190.8,,,,70535
detail_1408,2013-07-01,21.6,,,,49823
detail_1409,2012-09-25,73.75,,,,49465
detail_1410,2016-09-29,46.8,,,,49155
detail_1411,2017-12-19,98.52,,,,49101
detail_1412,2012-05-05,2.49,,,,49228
detail_1413,2017-09-29,177.1,,,,49208
detail_1414,2015-01-16,16.2,,,,49167
detail_1415,2020-04-20,56.98,,,,51367
detail_1416,2012-02-23,11.52,,,,49333
detail_1417,2020-09-09,3.74,,,,49216
detail_1418,2015-06-30,5.8,,,,49220
detail_1419,2012-05-15,31.62,,,,49377
detail_1420,2016-11-01,9.6,,,,49519
detail_1421,2016-05-13,22.14,,,,49591
detail_1422,2019-11-26,6.72,,,,49847
detail_1423,2015-06-15,6.33,,,,49395
detail_1424,2017-03-17,157.04,,,,49699
detail_1425,2015-03-26,10.78,,,,49291
detail_1426,2014-09-23,3.18,,,,49289
detail_1427,2016-09-20,121.9,,,,49413
detail_1428,2013-12-18,54.94,,,,49480
detail_1429,2014-11-24,7.28,,,,49979
detail_1430,2013-08-06,4.08,,,,49979
detail_1431,2011-11-22,3.22,,,,49664
detail_1432,2011-11-22,3.22,,,,49663
detail_1433,2018-11-26,4.5,,,,49639
detail_1434,2013-12-17,15.9,,,,49503
detail_1435,2014-10-10,10.97,,,,49553
detail_1436,2018-07-11,4.2,,,,54303
detail_1437,2014-10-10,1.65,,,,49586
detail_1438,2015-09-11,75.74,,,,49637
detail_1439,2014-07-01,55.65,,,,49684
detail_1440,2017-12-11,114.07,,,,49575
detail_1441,2016-09-29,43.32,,,,49668
detail_1442,2017-03-31,73.8,,,,49668
detail_1443,2014-12-23,39.27,,,,49703
detail_1444,2012-12-12,8.4,,,,49652
detail_1445,2015-09-23,3,,,,49652
detail_1446,2019-10-28,3.72,,,,49658
detail_1447,2019-04-23,391.5,,,,50133
detail_1448,2012-02-21,32.4,,,,49720
detail_1449,2019-10-10,6.33,,,,49852
detail_1450,2017-03-28,40.26,,,,49739
detail_1451,2014-02-20,2.4,,,,49741
detail_1452,2020-08-06,8.68,,,,49850
detail_1453,2015-03-10,10.07,,,,49785
detail_1454,2017-12-22,188.51,,,,49756
detail_1455,2014-12-24,198,,,,49793
detail_1456,2012-04-03,6.12,,,,49956
detail_1457,2016-09-23,120.54,,,,49859
detail_1458,2017-09-18,79.53,,,,49789
detail_1459,2012-08-31,2.85,,,,49796
detail_1460,2015-06-01,4.68,,,,49910
detail_1461,2016-04-15,1.92,,,,50610
detail_1462,2012-09-28,3.84,,,,50610
detail_1463,2012-02-17,1.67,,,,49816
detail_1464,2012-05-24,23.76,,,,49924
detail_1465,2017-02-22,6.5,,,,49896
detail_1466,2014-06-27,1.59,,,,51592
detail_1467,2013-06-13,5.5,,,,50271
detail_1468,2015-03-26,9.01,,,,50024
detail_1469,2016-03-31,87.36,,,,50862
detail_1470,2014-06-26,208.65,,,,50071
detail_1471,2022-03-02,2.28,,,,50022
detail_1472,2017-09-29,390.28,,,,49997
detail_1473,2016-01-13,7.65,,,,49992
detail_1474,2012-09-15,1.13,,,,50251
detail_1475,2018-03-28,28.6,,,,50036
detail_1476,2017-07-19,4.5,,,,50123
detail_1477,2014-03-28,11.13,,,,50278
detail_1478,2016-08-21,2.69,,,,50154
detail_1479,2014-06-11,1.56,,,,50343
detail_1480,2015-12-21,35.62,,,,50346
detail_1481,2016-08-31,19.6,,,,50168
detail_1482,2013-09-10,11.44,,,,50182
detail_1483,2015-01-14,29.64,,,,49984
detail_1484,2012-12-15,0.5,,,,50164
detail_1485,2016-11-25,17.67,,,,50213
detail_1486,2013-06-11,7.36,,,,50256
detail_1487,2013-06-12,2.85,,,,50300
detail_1488,2013-12-18,6.4,,,,50230
detail_1489,2015-09-29,41.8,,,,50563
detail_1490,2012-12-02,8,,,,50282
detail_1491,2017-08-16,27.45,,,,50332
detail_1492,2013-07-22,1.98,,,,50338
detail_1493,2015-10-29,6.05,,,,51199
detail_1494,2017-03-25,18.9,,,,50423
detail_1495,2012-09-27,22.5,,,,50340
detail_1496,2020-02-11,22.1,,,,50318
detail_1497,2016-01-29,52,,,,50386
detail_1498,2014-06-03,189.54,,,,51805
detail_1499,2016-09-08,61.36,,,,50361
detail_1500,2020-08-03,13.95,,,,50378
detail_1501,2015-03-20,79.55,,,,50419
detail_1502,2017-09-29,14.04,,,,50377
detail_1503,2017-12-20,12.2,,,,50617
detail_1504,2014-04-07,11,,,,50435
detail_1505,2015-09-30,36.57,,,,52277
detail_1506,2013-10-27,3.06,,,,50451
detail_1507,2013-10-21,3.71,,,,50416
detail_1508,2017-07-17,36.4,,,,50412
detail_1509,2014-07-24,6.68,,,,51472
detail_1510,2019-11-22,30.2,,,,50611
detail_1511,2019-07-04,5.49,,,,50558
detail_1512,2017-03-22,87.02,,,,50531
detail_1513,2015-08-07,88.92,,,,50494
detail_1514,2018-10-10,6.1,,,,50534
detail_1515,2016-11-23,37.63,,,,50602
detail_1516,2021-01-27,2.04,,,,50599
detail_1517,2015-03-26,59.67,,,,50524
detail_1518,2016-11-11,16.64,,,,50625
detail_1519,2012-09-21,113.19,,,,50575
detail_1520,2018-12-13,15.65,,,,50588
detail_1521,2015-03-17,50.96,,,,50595
detail_1522,2014-11-24,19.44,,,,50618
detail_1523,2020-09-23,4.2,,,,50833
detail_1524,2015-05-28,154.35,,,,50651
detail_1525,2020-09-16,7.36,,,,50638
detail_1526,2013-11-11,35.31,,,,50733
detail_1527,2012-10-09,49.21,,,,50733
detail_1528,2019-05-10,1.2,,,,50779
detail_1529,2018-04-24,14.07,,,,50761
detail_1530,2015-09-29,62.37,,,,50761
detail_1531,2015-03-04,3.55,,,,50731
detail_1532,2015-09-30,59.8,,,,51142
detail_1533,2015-09-29,5.2,,,,51151
detail_1534,2016-05-13,3.24,,,,50860
detail_1535,2013-10-08,4.34,,,,58523
detail_1536,2017-06-23,2.9,,,,50822
detail_1537,2018-07-27,32.4,,,,51336
detail_1538,2015-03-19,166.92,,,,50786
detail_1539,2016-09-30,18.82,,,,50956
detail_1540,2012-01-27,30,,,,50956
detail_1541,2015-05-22,16,,,,50921
detail_1542,2013-12-02,10.88,,,,50983
detail_1543,2016-05-10,3.09,,,,50846
detail_1544,2020-02-12,17.82,,,,50889
detail_1545,2016-03-31,29.64,,,,51100
detail_1546,2014-11-27,118.56,,,,51084
detail_1547,2017-12-29,7.15,,,,50949
detail_1548,2014-06-26,29.84,,,,50949
detail_1549,2018-10-15,30.6,,,,51003
detail_1550,2016-03-22,117.78,,,,50975
detail_1551,2018-09-07,9.55,,,,51017
detail_1552,2019-02-28,40.57,,,,50924
detail_1553,2013-07-10,5.76,,,,50963
detail_1554,2020-06-15,6.3,,,,51052
detail_1555,2015-09-20,18.2,,,,51155
detail_1556,2019-11-08,2.8,,,,51033
detail_1557,2020-02-21,5.55,,,,51131
detail_1558,2012-11-24,17,,,,50979
detail_1559,2016-09-23,67.76,,,,50997
detail_1560,2018-06-15,13.73,,,,51023
detail_1561,2019-05-06,61.38,,,,51103
detail_1562,2014-03-18,0.76,,,,51176
detail_1563,2021-02-04,78.2,,,,51034
detail_1564,2020-04-17,7.15,,,,51074
detail_1565,2011-12-23,7.6,,,,51200
detail_1566,2013-04-12,3,,,,51134
detail_1567,2013-08-12,9.54,,,,51163
detail_1568,2013-07-01,9.54,,,,51248
detail_1569,2017-03-27,3.92,,,,51191
detail_1570,2013-05-11,3.27,,,,51515
detail_1571,2019-09-18,6.3,,,,51174
detail_1572,2012-09-28,7.5,,,,51319
detail_1573,2015-09-05,70.98,,,,51403
detail_1574,2012-09-28,19.6,,,,51356
detail_1575,2014-11-19,182.07,,,,51441
detail_1576,2016-01-18,4.58,,,,60381
detail_1577,2015-02-27,54.34,,,,51460
detail_1578,2021-03-15,4.76,,,,51421
detail_1579,2019-06-24,208.5,,,,51526
detail_1580,2019-06-24,208.5,,,,51526
detail_1581,2019-11-20,140.12,,,,51306
detail_1582,2012-11-08,3.2,,,,51996
detail_1583,2016-02-29,24.38,,,,51550
detail_1584,2020-03-21,9.6,,,,51368
detail_1585,2015-03-21,9.9,,,,51368
detail_1586,2014-04-19,6.54,,,,51368
detail_1587,2013-03-15,9.8,,,,51417
detail_1588,2014-05-20,404.39,,,,51359
detail_1589,2016-07-22,129.48,,,,51883
detail_1590,2016-04-23,9.24,,,,51475
detail_1591,2014-10-24,255.2,,,,51378
detail_1592,2020-06-04,40.6,,,,51380
detail_1593,2015-03-27,361.9,,,,51380
detail_1594,2018-03-30,15.4,,,,53291
detail_1595,2013-09-17,7.14,,,,53291
detail_1596,2015-03-31,95.7,,,,51494
detail_1597,2013-11-25,80.57,,,,51467
detail_1598,2017-12-23,5.7,,,,51467
detail_1599,2013-12-12,99.96,,,,51733
detail_1600,2013-09-23,2.12,,,,51509
detail_1601,2014-10-10,1.56,,,,51894
detail_1602,2018-10-05,2.95,,,,51594
detail_1603,2018-06-27,3.42,,,,51637
detail_1604,2015-03-25,68.4,,,,51776
detail_1605,2015-06-29,105.6,,,,51600
detail_1606,2017-01-17,38.16,,,,52214
detail_1607,2016-07-31,5.04,,,,51586
detail_1608,2015-08-10,4.48,,,,51898
detail_1609,2016-05-19,6.5,,,,51898
detail_1610,2016-05-13,6.21,,,,57040
detail_1611,2013-12-12,22.37,,,,51688
detail_1612,2019-10-04,3.2,,,,51687
detail_1613,2017-12-23,30.25,,,,51913
detail_1614,2014-12-17,54.6,,,,51667
detail_1615,2012-05-04,3.53,,,,51651
detail_1616,2019-02-21,2.8,,,,51665
detail_1617,2021-10-11,5.84,,,,51654
detail_1618,2016-09-28,92.8,,,,51886
detail_1619,2016-03-17,273.51,,,,52611
detail_1620,2018-03-27,5.4,,,,52878
detail_1621,2018-11-19,2.6,,,,51931
detail_1622,2018-04-16,0.77,,,,52048
detail_1623,2015-01-16,15.66,,,,52000
detail_1624,2018-12-11,8,,,,51847
detail_1625,2021-05-25,100.16,,,,51847
detail_1626,2012-09-29,41.96,,,,52058
detail_1627,2013-05-29,29.97,,,,52058
detail_1628,2014-12-10,67.86,,,,52059
detail_1629,2016-09-01,64.05,,,,51994
detail_1630,2015-07-22,29.16,,,,52172
detail_1631,2015-09-03,132.24,,,,52016
detail_1632,2013-04-25,16.91,,,,68814
detail_1633,2015-01-21,4.5,,,,52665
detail_1634,2017-12-20,42.69,,,,52193
detail_1635,2012-11-14,34.3,,,,52390
detail_1636,2013-01-15,71.25,,,,52390
detail_1637,2012-12-24,85.26,,,,52390
detail_1638,2019-05-21,23.25,,,,52390
detail_1639,2015-03-31,69.02,,,,52099
detail_1640,2020-03-31,4.13,,,,52148
detail_1641,2021-03-19,53.63,,,,52226
detail_1642,2014-06-17,51.52,,,,52286
detail_1643,2013-04-10,0.39,,,,52222
detail_1644,2018-09-06,30,,,,52399
detail_1645,2013-12-05,93.38,,,,52711
detail_1646,2017-12-20,0.54,,,,52357
detail_1647,2014-09-25,3.9,,,,52279
detail_1648,2015-01-14,8.61,,,,52265
detail_1649,2013-07-15,1,,,,52371
detail_1650,2015-03-26,10.14,,,,52706
detail_1651,2017-06-29,26.78,,,,52472
detail_1652,2016-07-26,28.53,,,,52472
detail_1653,2019-01-15,32.78,,,,52472
detail_1654,2018-01-15,31.28,,,,52472
detail_1655,2017-03-10,26.78,,,,52472
detail_1656,2017-03-10,8.64,,,,58124
detail_1657,2015-03-16,7,,,,52373
detail_1658,2012-08-14,0.64,,,,52440
detail_1659,2013-03-27,3.2,,,,52540
detail_1660,2015-09-25,29.75,,,,52961
detail_1661,2018-05-30,12.72,,,,52514
detail_1662,2020-04-30,20.4,,,,52431
detail_1663,2016-03-24,63.44,,,,52490
detail_1664,2014-07-03,9.88,,,,52552
detail_1665,2021-02-22,278.33,,,,52905
detail_1666,2013-12-16,1.67,,,,52531
detail_1667,2013-07-26,10.2,,,,52507
detail_1668,2017-12-20,5.4,,,,52498
detail_1669,2014-06-14,45.12,,,,52503
detail_1670,2021-02-10,7.44,,,,52503
detail_1671,2016-08-18,25.74,,,,52466
detail_1672,2019-09-13,12.4,,,,52504
detail_1673,2014-12-13,137.2,,,,52676
detail_1674,2012-09-29,18.82,,,,52495
detail_1675,2015-02-10,29.64,,,,52495
detail_1676,2020-07-07,8.6,,,,56539
detail_1677,2017-05-22,5.5,,,,52535
detail_1678,2015-05-17,0.53,,,,58591
detail_1679,2014-10-14,0.8,,,,58591
detail_1680,2016-09-29,571.2,,,,52624
detail_1681,2012-06-22,21.56,,,,52624
detail_1682,2012-09-03,0.59,,,,52608
detail_1683,2014-12-04,2.64,,,,52608
detail_1684,2018-07-06,3.35,,,,52605
detail_1685,2016-03-29,48.23,,,,52696
detail_1686,2013-05-26,4.86,,,,52575
detail_1687,2012-06-01,8.04,,,,52575
detail_1688,2017-11-29,4.35,,,,52594
detail_1689,2013-10-30,45.58,,,,52595
detail_1690,2015-09-29,21,,,,52674
detail_1691,2019-03-01,3,,,,52752
detail_1692,2015-11-12,7.43,,,,53391
detail_1693,2016-09-28,323.96,,,,52904
detail_1694,2019-12-19,12,,,,52855
detail_1695,2018-08-23,2.68,,,,52766
detail_1696,2017-10-16,148.09,,,,52795
detail_1697,2020-10-09,3.02,,,,51716
detail_1698,2016-03-24,16.8,,,,52845
detail_1699,2016-11-07,22.96,,,,53380
detail_1700,2015-01-09,9.35,,,,52897
detail_1701,2013-10-04,5.76,,,,52902
detail_1702,2016-06-28,20.67,,,,52943
detail_1703,2013-06-14,1.68,,,,53138
detail_1704,2013-08-09,19.38,,,,52956
detail_1705,2014-02-12,2.16,,,,53285
detail_1706,2016-03-18,93,,,,52972
detail_1707,2013-06-26,2,,,,61315
detail_1708,2015-10-13,3.54,,,,52917
detail_1709,2015-07-17,28.56,,,,53110
detail_1710,2019-06-07,71.92,,,,53464
detail_1711,2017-12-23,2.3,,,,53039
detail_1712,2015-01-23,119,,,,53018
detail_1713,2017-05-12,30.78,,,,52980
detail_1714,2018-07-12,5.07,,,,53666
detail_1715,2016-02-15,80.6,,,,53400
detail_1716,2019-06-11,0.3,,,,53130
detail_1717,2016-05-17,5.76,,,,53115
detail_1718,2014-06-26,6.48,,,,53114
detail_1719,2014-09-15,13.35,,,,53103
detail_1720,2012-12-21,21.2,,,,53128
detail_1721,2020-12-31,230,,,,53246
detail_1722,2015-01-09,109.2,,,,53295
detail_1723,2007-08-09,491.4,,,,60983
detail_1724,2015-03-31,113.85,,,,53248
detail_1725,2019-12-03,4.44,,,,53237
detail_1726,2015-03-31,4.66,,,,53214
detail_1727,2016-03-14,90.48,,,,53377
detail_1728,2020-11-13,20.43,,,,53269
detail_1729,2016-02-03,40.25,,,,53390
detail_1730,2013-07-01,54.08,,,,53390
detail_1731,2020-08-10,17.39,,,,53797
detail_1732,2015-03-13,673.1,,,,53549
detail_1733,2012-09-27,23.31,,,,53540
detail_1734,2017-12-21,3.78,,,,53415
detail_1735,2015-03-04,24.44,,,,53415
detail_1736,2020-03-23,42.88,,,,55326
detail_1737,2015-09-01,16.7,,,,53638
detail_1738,2020-03-13,7.68,,,,53560
detail_1739,2018-07-19,12.98,,,,53525
detail_1740,2014-03-27,10.46,,,,54021
detail_1741,2020-05-19,5.33,,,,53542
detail_1742,2015-03-31,5,,,,53548
detail_1743,2021-04-07,2.68,,,,53612
detail_1744,2019-06-26,8.99,,,,53664
detail_1745,2014-12-16,5.39,,,,53738
detail_1746,2013-12-02,74.88,,,,53849
detail_1747,2013-11-19,25.38,,,,53836
detail_1748,2016-11-23,18.55,,,,53958
detail_1749,2020-02-07,7.68,,,,53921
detail_1750,2019-11-04,280.24,,,,54166
detail_1751,2018-07-18,17.92,,,,54416
detail_1752,2014-10-14,29.7,,,,53905
detail_1753,2016-03-09,5.92,,,,53799
detail_1754,2018-07-20,9.41,,,,53851
detail_1755,2012-12-28,20,,,,53942
detail_1756,2019-02-07,3.97,,,,54538
detail_1757,2019-05-22,24,,,,54172
detail_1758,2014-12-28,18.5,,,,54087
detail_1759,2017-04-28,10.92,,,,54027
detail_1760,2014-08-07,11.48,,,,54202
detail_1761,2018-12-11,3.61,,,,54107
detail_1762,2019-05-15,6.82,,,,54122
detail_1763,2021-06-23,4.44,,,,54191
detail_1764,2020-01-06,445.16,,,,54165
detail_1765,2019-08-20,35.7,,,,54173
detail_1766,2012-09-25,67.83,,,,54227
detail_1767,2013-05-17,55.62,,,,54227
detail_1768,2017-11-16,54.45,,,,55738
detail_1769,2018-01-08,10.6,,,,54534
detail_1770,2018-06-28,3.6,,,,54140
detail_1771,2020-11-05,4.78,,,,54220
detail_1772,2019-05-14,5.4,,,,54418
detail_1773,2013-04-13,22.5,,,,54341
detail_1774,2014-03-12,3.22,,,,54379
detail_1775,2019-03-06,43.8,,,,54388
detail_1776,2017-12-19,32.78,,,,54436
detail_1777,2019-12-16,46.36,,,,54463
detail_1778,2020-02-19,18.04,,,,54643
detail_1779,2022-02-24,28.8,,,,54643
detail_1780,2019-05-20,34.34,,,,54643
detail_1781,2019-07-23,6.4,,,,54729
detail_1782,2016-09-01,64.75,,,,54775
detail_1783,2020-09-16,5.2,,,,54775
detail_1784,2014-12-10,5.16,,,,56203
detail_1785,2017-12-19,10.62,,,,54627
detail_1786,2015-12-02,52.92,,,,54627
detail_1787,2017-09-28,6.3,,,,54612
detail_1788,2022-01-11,3.24,,,,55164
detail_1789,2015-05-08,3.25,,,,54672
detail_1790,2012-07-19,5.46,,,,54906
detail_1791,2019-08-16,14.4,,,,54776
detail_1792,2021-02-09,97.2,,,,54932
detail_1793,2019-11-15,15.12,,,,55071
detail_1794,2020-06-12,15.43,,,,55500
detail_1795,2013-12-13,28.08,,,,54850
detail_1796,2016-08-13,1.89,,,,55101
detail_1797,2013-04-25,60,,,,55063
detail_1798,2012-09-14,4.5,,,,54951
detail_1799,2014-05-19,2.94,,,,55043
detail_1800,2012-10-02,2,,,,55214
detail_1801,2019-12-19,71.19,,,,55131
detail_1802,2015-09-29,26,,,,55227
detail_1803,2020-12-05,9.79,,,,55210
detail_1804,2017-02-13,16.24,,,,55224
detail_1805,2019-12-12,8.37,,,,55486
detail_1806,2021-04-12,160,,,,55211
detail_1807,2017-03-01,6.84,,,,55244
detail_1808,2012-11-13,20,,,,55218
detail_1809,2013-09-18,37.57,,,,55288
detail_1810,2013-08-22,6.05,,,,55371
detail_1811,2018-12-10,4.8,,,,55556
detail_1812,2016-10-25,2.8,,,,55297
detail_1813,2013-06-13,289.38,,,,55537
detail_1814,2014-09-25,374.22,,,,55537
detail_1815,2013-02-06,2.94,,,,55316
detail_1816,2016-04-01,4.86,,,,55560
detail_1817,2017-12-20,9,,,,55526
detail_1818,2013-12-03,8.58,,,,55423
detail_1819,2014-12-22,27,,,,55355
detail_1820,2019-03-27,25.59,,,,55439
detail_1821,2013-09-30,5.98,,,,54824
detail_1822,2018-04-09,4.2,,,,55573
detail_1823,2016-03-24,49.05,,,,55461
detail_1824,2020-08-05,16.62,,,,55464
detail_1825,2020-04-20,13,,,,56136
detail_1826,2017-03-28,2.2,,,,55737
detail_1827,2017-03-28,6.36,,,,55744
detail_1828,2013-12-11,9.69,,,,55613
detail_1829,2013-11-28,14.08,,,,55589
detail_1830,2015-05-01,43.04,,,,55662
detail_1831,2017-05-10,3.72,,,,55735
detail_1832,2017-12-22,61.37,,,,56095
detail_1833,2013-12-11,66.04,,,,56302
detail_1834,2021-08-16,25.5,,,,55752
detail_1835,2014-09-01,7.08,,,,55895
detail_1836,2013-07-25,16.83,,,,55952
detail_1837,2016-09-15,21.84,,,,55952
detail_1838,2013-07-25,57.12,,,,55952
detail_1839,2013-12-07,5.2,,,,55807
detail_1840,2015-09-01,25,,,,60357
detail_1841,2021-02-16,20.01,,,,56078
detail_1842,2012-06-29,5.04,,,,55839
detail_1843,2017-04-21,9.72,,,,56173
detail_1844,2015-09-29,329.53,,,,56173
detail_1845,2015-12-07,45.08,,,,56173
detail_1846,2020-03-12,94.86,,,,56009
detail_1847,2013-12-13,5.2,,,,55843
detail_1848,2016-11-09,2.24,,,,55843
detail_1849,2017-12-21,18.09,,,,55869
detail_1850,2015-08-28,6.48,,,,55969
detail_1851,2015-01-30,5.55,,,,56080
detail_1852,2020-11-11,3.06,,,,56138
detail_1853,2018-06-15,3.83,,,,56322
detail_1854,2019-07-22,2.76,,,,56150
detail_1855,2014-10-23,44.2,,,,56046
detail_1856,2015-03-20,118.56,,,,56046
detail_1857,2017-03-15,21.46,,,,56075
detail_1858,2017-04-02,3.06,,,,56154
detail_1859,2019-07-02,45.98,,,,56101
detail_1860,2014-12-11,22.68,,,,56194
detail_1861,2013-12-20,30.63,,,,56241
